id:ID,:Title,description,rule_id
Suspect Svchost Activity,,It is extremely abnormal for svchost.exe to spawn without any CLI arguments and is normally observed when a malicious process spawns the process and injects code into the process memory space.,16c37b52-b141-42a5-a3ea-bbe098444397
Suspicious ASPX File Drop by Exchange,,Detects suspicious file type dropped by an Exchange component in IIS into a suspicious folder,bd1212e5-78da-431e-95fa-c58e3237a8e6
Suspicious Access to Sensitive File Extensions,,Detects known sensitive file extensions accessed on a network share,91c945bc-2ad1-4799-a591-4d00198a1215
Suspicious Access to Sensitive File Extensions - Zeek,,Detects known sensitive file extensions via Zeek,286b47ed-f6fe-40b3-b3a8-35129acd43bc
Suspicious Active Directory Database Snapshot Via ADExplorer,,"Detects the execution of Sysinternals ADExplorer with the ""-snapshot"" flag in order to save a local copy of the active directory database to a suspicious directory.",ef61af62-bc74-4f58-b49b-626448227652
Suspicious Activity in Shell Commands,,Detects suspicious shell commands used in various exploit codes (see references),2aa1440c-9ae9-4d92-84a7-a9e5f5e31695
Suspicious AddinUtil.EXE CommandLine Execution,,"Detects execution of the Add-In deployment cache updating utility (AddInutil.exe) with suspicious Addinroot or Pipelineroot paths. An adversary may execute AddinUtil.exe with uncommon Addinroot/Pipelineroot paths that point to the adversaries Addins.Store payload.
",631b22a4-70f4-4e2f-9ea8-42f84d9df6d8
Suspicious Advpack Call Via Rundll32.EXE,,"Detects execution of ""rundll32"" calling ""advpack.dll"" with potential obfuscated ordinal calls in order to leverage the ""RegisterOCX"" function",a1473adb-5338-4a20-b4c3-126763e2d3d3
Suspicious AgentExecutor PowerShell Execution,,"Detects execution of the AgentExecutor.exe binary. Which can be abused as a LOLBIN to execute powershell scripts with the ExecutionPolicy ""Bypass"" or any binary named ""powershell.exe"" located in the path provided by 6th positional argument",c0b40568-b1e9-4b03-8d6c-b096da6da9ab
Suspicious AppX Package Installation Attempt,,"Detects an appx package installation with the error code ""0x80073cff"" which indicates that the package didn't meet the signing requirements and could be suspicious",898d5fc9-fbc3-43de-93ad-38e97237c344
Suspicious AppX Package Locations,,"Detects an appx package added the pipeline of the ""to be processed"" packages which is located in suspicious locations",5cdeaf3d-1489-477c-95ab-c318559fc051
Suspicious Appended Extension,,"Detects file renames where the target filename uses an uncommon double extension. Could indicate potential ransomware activity renaming files and adding a custom extension to the encrypted files, such as "".jpg.crypted"", "".docx.locky"", etc.",e3f673b3-65d1-4d80-9146-466f8b63fa99
Suspicious Application Allowed Through Exploit Guard,,"Detects applications being added to the ""allowed applications"" list of exploit guard in order to bypass controlled folder settings",42205c73-75c8-4a63-9db1-e3782e06fda0
Suspicious Application Installed,,Detects suspicious application installed by looking at the added shortcut to the app resolver cache,83c161b6-ca67-4f33-8ad0-644a0737cf07
Suspicious Autorun Registry Modified via WMI,,"Detects suspicious activity where the WMIC process is used to create an autorun registry entry via reg.exe, which is often indicative of persistence mechanisms employed by malware.
",c80e66d8-1780-48a9-b412-46663fd21ac0
Suspicious Base64 Encoded User-Agent,,"Detects suspicious encoded User-Agent strings, as seen used by some malware.",d443095b-a221-4957-a2c4-cd1756c9b747
Suspicious Binaries and Scripts in Public Folder,,"Detects the creation of a file with a suspicious extension in the public folder, which could indicate potential malicious activity.",b447f7de-1e53-4cbf-bfb4-f1f6d0b04e4e
Suspicious Binary In User Directory Spawned From Office Application,,"Detects an executable in the users directory started from one of the Microsoft Office suite applications (Word, Excel, PowerPoint, Publisher, Visio)",aa3a6f94-890e-4e22-b634-ffdfd54792cc
Suspicious Binary Writes Via AnyDesk,,"Detects AnyDesk writing binary files to disk other than ""gcapi.dll"".
According to RedCanary research it is highly abnormal for AnyDesk to write executable files to disk besides gcapi.dll,
which is a legitimate DLL that is part of the Google Chrome web browser used to interact with the Google Cloud API. (See reference section for more details)
",2d367498-5112-4ae5-a06a-96e7bc33a211
Suspicious Browser Activity,,Indicates anomalous behavior based on suspicious sign-in activity across multiple tenants from different countries in the same browser,944f6adb-7a99-4c69-80c1-b712579e93e6
Suspicious Browser Child Process - MacOS,,Detects suspicious child processes spawned from browsers. This could be a result of a potential web browser exploitation.,0250638a-2b28-4541-86fc-ea4c558fa0c6
Suspicious C2 Activities,,"Detects suspicious activities as declared by Florian Roth in its 'Best Practice Auditd Configuration'.
This includes the detection of the following commands; wget, curl, base64, nc, netcat, ncat, ssh, socat, wireshark, rawshark, rdesktop, nmap.
These commands match a few techniques from the tactics ""Command and Control"", including not exhaustively the following; Application Layer Protocol (T1071), Non-Application Layer Protocol (T1095), Data Encoding (T1132)
",f7158a64-6204-4d6d-868a-6e6378b467e0
Suspicious Cabinet File Execution Via Msdt.EXE,,"Detects execution of msdt.exe using the ""cab"" flag which could indicates suspicious diagcab files with embedded answer files leveraging CVE-2022-30190",dc4576d4-7467-424f-9eee-fd2b02855fe0
Suspicious Calculator Usage,,"Detects suspicious use of 'calc.exe' with command line parameters or in a suspicious directory, which is likely caused by some PoC or detection evasion.
",737e618a-a410-49b5-bec3-9e55ff7fbc15
Suspicious Camera and Microphone Access,,Detects Processes accessing the camera and microphone from suspicious folder,62120148-6b7a-42be-8b91-271c04e281a3
Suspicious Certreq Command to Download,,"Detects a suspicious certreq execution taken from the LOLBAS examples, which can be abused to download (small) files",4480827a-9799-4232-b2c4-ccc6c4e9e12b
Suspicious Child Process Created as System,,Detection of child processes spawned with SYSTEM privileges by parents with LOCAL SERVICE or NETWORK SERVICE accounts,590a5f4c-6c8c-4f10-8307-89afe9453a9d
Suspicious Child Process Of BgInfo.EXE,,"Detects suspicious child processes of ""BgInfo.exe"" which could be a sign of potential abuse of the binary to proxy execution via external VBScript",811f459f-9231-45d4-959a-0266c6311987
Suspicious Child Process Of Manage Engine ServiceDesk,,"Detects suspicious child processes of the ""Manage Engine ServiceDesk Plus"" Java web service",cea2b7ea-792b-405f-95a1-b903ea06458f
Suspicious Child Process Of SQL Server,,Detects suspicious child processes of the SQLServer process. This could indicate potential RCE or SQL Injection.,869b9ca7-9ea2-4a5a-8325-e80e62f75445
Suspicious Child Process Of Veeam Dabatase,,Detects suspicious child processes of the Veeam service process. This could indicate potential RCE or SQL Injection.,d55b793d-f847-4eea-b59a-5ab09908ac90
Suspicious Child Process Of Wermgr.EXE,,Detects suspicious Windows Error Reporting manager (wermgr.exe) child process,396f6630-f3ac-44e3-bfc8-1b161bc00c4e
Suspicious Child Process of AspNetCompiler,,"Detects potentially suspicious child processes of ""aspnet_compiler.exe"".",9ccba514-7cb6-4c5c-b377-700758f2f120
Suspicious Chromium Browser Instance Executed With Custom Extension,,Detects a suspicious process spawning a Chromium based browser process with the 'load-extension' flag to start an instance with a custom extension,27ba3207-dd30-4812-abbf-5d20c57d474e
Suspicious Cobalt Strike DNS Beaconing - DNS Client,,Detects a program that invoked suspicious DNS queries known from Cobalt Strike beacons,0d18728b-f5bf-4381-9dcf-915539fff6c2
Suspicious Cobalt Strike DNS Beaconing - Sysmon,,Detects a program that invoked suspicious DNS queries known from Cobalt Strike beacons,f356a9c4-effd-4608-bbf8-408afd5cd006
Suspicious CodePage Switch Via CHCP,,Detects a code page switch in command line or batch scripts to a rare language,c7942406-33dd-4377-a564-0f62db0593a3
Suspicious Command Patterns In Scheduled Task Creation,,"Detects scheduled task creation using ""schtasks"" that contain potentially suspicious or uncommon commands",f2c64357-b1d2-41b7-849f-34d2682c0fad
Suspicious Commands Linux,,Detects relevant commands often related to malware or hacking activity,1543ae20-cbdf-4ec1-8d12-7664d667a825
Suspicious Computer Account Name Change CVE-2021-42287,,Detects the renaming of an existing computer account to a account name that doesn't contain a $ symbol as seen in attacks against CVE-2021-42287,45eb2ae2-9aa2-4c3a-99a5-6e5077655466
Suspicious Computer Machine Password by PowerShell,,"The Reset-ComputerMachinePassword cmdlet changes the computer account password that the computers use to authenticate to the domain controllers in the domain.
You can use it to reset the password of the local computer.
",e3818659-5016-4811-a73c-dde4679169d2
Suspicious Control Panel DLL Load,,Detects suspicious Rundll32 execution from control.exe as used by Equation Group and Exploit Kits,d7eb979b-c2b5-4a6f-a3a7-c87ce6763819
Suspicious Copy From or To System Directory,,"Detects a suspicious copy operation that tries to copy a program from system (System32, SysWOW64, WinSxS) directories to another on disk.
Often used to move LOLBINs such as 'certutil' or 'desktopimgdownldr' to a different location with a different name in order to bypass detections based on locations.
",fff9d2b7-e11c-4a69-93d3-40ef66189767
Suspicious Creation TXT File in User Desktop,,Ransomware create txt file in the user Desktop,caf02a0a-1e1c-4552-9b48-5e070bd88d11
Suspicious Creation with Colorcpl,,"Once executed, colorcpl.exe will copy the arbitrary file to c:\windows\system32\spool\drivers\color\",e15b518d-b4ce-4410-a9cd-501f23ce4a18
Suspicious CrushFTP Child Process,,"Detects suspicious child processes spawned by the CrushFTP service that may indicate exploitation of remote code execution vulnerabilities such as
CVE-2025-31161, where attackers can achieve RCE through crafted HTTP requests.
The detection focuses on commonly abused Windows executables (like powershell.exe, cmd.exe etc.) that attackers typically use post-exploitation to execute malicious commands.
",459628e3-1b00-4e9b-9e5b-7da8961aea35
Suspicious Csi.exe Usage,,Csi.exe is a signed binary from Microsoft that comes with Visual Studio and provides C# interactive capabilities. It can be used to run C# code from a file passed as a parameter in command line. Early version of this utility provided with Microsoft “Roslyn” Community Technology Preview was named 'rcsi.exe',40b95d31-1afc-469e-8d34-9a3a667d058e
Suspicious Curl Change User Agents - Linux,,Detects a suspicious curl process start on linux with set useragent options,b86d356d-6093-443d-971c-9b07db583c68
Suspicious Curl File Upload - Linux,,Detects a suspicious curl process start the adds a file to a web request,00b90cc1-17ec-402c-96ad-3a8117d7a582
Suspicious Curl.EXE Download,,Detects a suspicious curl process start on Windows and outputs the requested document to a local file,e218595b-bbe7-4ee5-8a96-f32a24ad3468
Suspicious CustomShellHost Execution,,Detects the execution of CustomShellHost binary where the child isn't located in 'C:\Windows\explorer.exe',84b14121-9d14-416e-800b-f3b829c5a14d
Suspicious DLL Loaded via CertOC.EXE,,Detects when a user installs certificates by using CertOC.exe to load the target DLL file.,84232095-ecca-4015-b0d7-7726507ee793
Suspicious DNS Query Indicating Kerberos Coercion via DNS Object SPN Spoofing,,"Detects DNS queries containing patterns associated with Kerberos coercion attacks via DNS object spoofing.
The pattern ""1UWhRCAAAAA..BAAAA"" is a base64-encoded signature that corresponds to a marshaled CREDENTIAL_TARGET_INFORMATION structure.
Attackers can use this technique to coerce authentication from victim systems to attacker-controlled hosts.
It is one of the strong indicators of a Kerberos coercion attack, where adversaries manipulate DNS records
to spoof Service Principal Names (SPNs) and redirect authentication requests like CVE-2025-33073.
",e7a21b5f-d8c4-4ae5-b8d9-93c5d3f28e1c
Suspicious DNS Query Indicating Kerberos Coercion via DNS Object SPN Spoofing - Network,,"Detects DNS queries containing patterns associated with Kerberos coercion attacks via DNS object spoofing.
The pattern ""1UWhRCAAAAA..BAAAA"" is a base64-encoded signature that corresponds to a marshaled CREDENTIAL_TARGET_INFORMATION structure.
Attackers can use this technique to coerce authentication from victim systems to attacker-controlled hosts.
It is one of the strong indicators of a Kerberos coercion attack, where adversaries manipulate DNS records
to spoof Service Principal Names (SPNs) and redirect authentication requests like CVE-2025-33073.
",5588576c-5898-4fac-bcdd-7475a60e8f43
Suspicious DNS Query for IP Lookup Service APIs,,"Detects DNS queries for IP lookup services such as ""api.ipify.org"" originating from a non browser process.",ec82e2a5-81ea-4211-a1f8-37a0286df2c2
Suspicious DNS Query with B64 Encoded String,,Detects suspicious DNS queries using base64 encoding,4153a907-2451-4e4f-a578-c52bb6881432
Suspicious DNS Z Flag Bit Set,,"The DNS Z flag is bit within the DNS protocol header that is, per the IETF design, meant to be used reserved (unused).
Although recently it has been used in DNSSec, the value being set to anything other than 0 should be rare.
Otherwise if it is set to non 0 and DNSSec is being used, then excluding the legitimate domains is low effort and high reward.
Determine if multiple of these files were accessed in a short period of time to further enhance the possibility of seeing if this was a one off or the possibility of larger sensitive file gathering.
This Sigma query is designed to accompany the Corelight Threat Hunting Guide, which can be found here: https://www3.corelight.com/corelights-introductory-guide-to-threat-hunting-with-zeek-bro-logs'
",ede05abc-2c9e-4624-9944-9ff17fdc0bf5
Suspicious Debugger Registration Cmdline,,Detects the registration of a debugger for a program that is available in the logon screen (sticky key backdoor).,ae215552-081e-44c7-805f-be16f975c8a2
Suspicious Desktopimgdownldr Command,,Detects a suspicious Microsoft desktopimgdownldr execution with parameters used to download files from the Internet,bb58aa4a-b80b-415a-a2c0-2f65a4c81009
Suspicious Desktopimgdownldr Target File,,Detects a suspicious Microsoft desktopimgdownldr file creation that stores a file to a suspicious location or contains a file with a suspicious extension,fc4f4817-0c53-4683-a4ee-b17a64bc1039
Suspicious Diantz Alternate Data Stream Execution,,Compress target file into a cab file stored in the Alternate Data Stream (ADS) of the target file.,6b369ced-4b1d-48f1-b427-fdc0de0790bd
Suspicious Diantz Download and Compress Into a CAB File,,Download and compress a remote file and store it in a cab file on local machine.,185d7418-f250-42d0-b72e-0c8b70661e93
Suspicious Digital Signature Of AppX Package,,Detects execution of AppX packages with known suspicious or malicious signature,b5aa7d60-c17e-4538-97de-09029d6cd76b
Suspicious DotNET CLR Usage Log Artifact,,Detects the creation of Usage Log files by the CLR (clr.dll). These files are named after the executing process once the assembly is finished executing for the first time in the (user) session context.,e0b06658-7d1d-4cd3-bf15-03467507ff7c
Suspicious Double Extension File Execution,,"Detects suspicious use of an .exe extension after a non-executable file extension like .pdf.exe, a set of spaces or underlines to cloak the executable file in spear phishing campaigns",1cdd9a09-06c9-4769-99ff-626e2b3991b8
Suspicious Double Extension Files,,"Detects dropped files with double extensions, which is often used by malware as a method to abuse the fact that Windows hide default extensions by default.",b4926b47-a9d7-434c-b3a0-adc3fa0bd13e
Suspicious Download From Direct IP Via Bitsadmin,,Detects usage of bitsadmin downloading a file using an URL that contains an IP,99c840f2-2012-46fd-9141-c761987550ef
Suspicious Download From File-Sharing Website Via Bitsadmin,,Detects usage of bitsadmin downloading a file from a suspicious domain,8518ed3d-f7c9-4601-a26c-f361a4256a0c
Suspicious Download Via Certutil.EXE,,Detects the execution of certutil with certain flags that allow the utility to download files.,19b08b1c-861d-4e75-a1ef-ea0c1baf202b
Suspicious Download and Execute Pattern via Curl/Wget,,"Detects suspicious use of command-line tools such as curl or wget to download remote
content - particularly scripts - into temporary directories (e.g., /dev/shm, /tmp), followed by
immediate execution, indicating potential malicious activity. This pattern is commonly used
by malicious scripts, stagers, or downloaders in fileless or multi-stage Linux attacks.
",a2d9e2f3-0f43-4c7a-bcd9-9acfc0d723aa
Suspicious Download from Office Domain,,Detects suspicious ways to download files from Microsoft domains that are used to store attachments in Emails or OneNote documents,00d49ed5-4491-4271-a8db-650a4ef6f8c1
Suspicious Driver Install by pnputil.exe,,Detects when a possible suspicious driver is being installed via pnputil.exe lolbin,a2ea3ae7-d3d0-40a0-a55c-25a45c87cac1
Suspicious Driver/DLL Installation Via Odbcconf.EXE,,"Detects execution of ""odbcconf"" with the ""INSTALLDRIVER"" action where the driver doesn't contain a "".dll"" extension. This is often used as a defense evasion method.",cb0fe7c5-f3a3-484d-aa25-d350a7912729
Suspicious Dropbox API Usage,,Detects an executable that isn't dropbox but communicates with the Dropbox API,25eabf56-22f0-4915-a1ed-056b8dae0a68
Suspicious DumpMinitool Execution,,"Detects suspicious ways to use the ""DumpMinitool.exe"" binary",eb1c4225-1c23-4241-8dd4-051389fde4ce
Suspicious Electron Application Child Processes,,"Detects suspicious child processes of electron apps (teams, discord, slack, etc.). This could be a potential sign of "".asar"" file tampering (See reference section for more information) or binary execution proxy through specific CLI arguments (see related rule)
",f26eb764-fd89-464b-85e2-dc4a8e6e77b8
Suspicious Encoded And Obfuscated Reflection Assembly Load Function Call,,"Detects suspicious base64 encoded and obfuscated ""LOAD"" keyword used in .NET ""reflection.assembly""",9c0295ce-d60d-40bd-bd74-84673b7592b1
Suspicious Encoded PowerShell Command Line,,Detects suspicious powershell process starts with base64 encoded commands (e.g. Emotet),ca2092a1-c273-4878-9b4b-0d60115bf5ea
Suspicious Encoded Scripts in a WMI Consumer,,Detects suspicious encoded payloads in WMI Event Consumers,83844185-1c5b-45bc-bcf3-b5bf3084ca5b
Suspicious Environment Variable Has Been Registered,,Detects the creation of user-specific or system-wide environment variables via the registry. Which contains suspicious commands and strings,966315ef-c5e1-4767-ba25-fce9c8de3660
Suspicious Eventlog Clear,,"Detects usage of known powershell cmdlets such as ""Clear-EventLog"" to clear the Windows event logs",0f017df3-8f5a-414f-ad6b-24aff1128278
Suspicious Eventlog Clearing or Configuration Change Activity,,"Detects the clearing or configuration tampering of EventLog using utilities such as ""wevtutil"", ""powershell"" and ""wmic"".
This technique were seen used by threat actors and ransomware strains in order to evade defenses.
",cc36992a-4671-4f21-a91d-6c2b72a2edf5
Suspicious Executable File Creation,,"Detect creation of suspicious executable file names.
Some strings look for suspicious file extensions, others look for filenames that exploit unquoted service paths.
",74babdd6-a758-4549-9632-26535279e654
Suspicious Execution From Outlook Temporary Folder,,Detects a suspicious program execution in Outlook temp folder,a018fdc3-46a3-44e5-9afb-2cd4af1d4b39
Suspicious Execution Location Of Wermgr.EXE,,Detects suspicious Windows Error Reporting manager (wermgr.exe) execution location.,5394fcc7-aeb2-43b5-9a09-cac9fc5edcd5
Suspicious Execution Of Renamed Sysinternals Tools - Registry,,"Detects the creation of the ""accepteula"" key related to the Sysinternals tools being created from executables with the wrong name (e.g. a renamed Sysinternals tool)",f50f3c09-557d-492d-81db-9064a8d4e211
Suspicious Execution of InstallUtil Without Log,,Uses the .NET InstallUtil.exe application in order to execute image without log,d042284c-a296-4988-9be5-f424fadcc28c
Suspicious Execution of Powershell with Base64,,Commandline to launch powershell with a base64 payload,fb843269-508c-4b76-8b8d-88679db22ce7
Suspicious Execution of Shutdown,,Use of the commandline to shutdown or reboot windows,34ebb878-1b15-4895-b352-ca2eeb99b274
Suspicious Execution of Shutdown to Log Out,,Detects the rare use of the command line tool shutdown to logoff a user,ec290c06-9b6b-4338-8b6b-095c0f284f10
Suspicious Execution via macOS Script Editor,,Detects when the macOS Script Editor utility spawns an unusual child process.,6e4dcdd1-e48b-42f7-b2d8-3b413fc58cb4
Suspicious External WebDAV Execution,,"Detects executables launched from external WebDAV shares using the WebDAV Explorer integration, commonly seen in initial access campaigns.
",1ae64f96-72b6-48b3-ad3d-e71dff6c6398
Suspicious Extrac32 Alternate Data Stream Execution,,Extract data from cab file and hide it in an alternate data stream,4b13db67-0c45-40f1-aba8-66a1a7198a1e
Suspicious Extrac32 Execution,,Download or Copy file with Extrac32,aa8e035d-7be4-48d3-a944-102aec04400d
Suspicious File Characteristics Due to Missing Fields,,"Detects Executables in the Downloads folder without FileVersion,Description,Product,Company likely created with py2exe",9637e8a5-7131-4f7f-bdc7-2b05d8670c43
Suspicious File Created In PerfLogs,,"Detects suspicious file based on their extension being created in ""C:\PerfLogs\"". Note that this directory mostly contains "".etl"" files",bbb7e38c-0b41-4a11-b306-d2a457b7ac2b
Suspicious File Created Via OneNote Application,,"Detects suspicious files created via the OneNote application. This could indicate a potential malicious "".one""/"".onepkg"" file was executed as seen being used in malware activity in the wild",fcc6d700-68d9-4241-9a1a-06874d621b06
Suspicious File Creation Activity From Fake Recycle.Bin Folder,,Detects file write event from/to a fake recycle bin folder that is often used as a staging directory for malware,cd8b36ac-8e4a-4c2f-a402-a29b8fbd5bca
Suspicious File Creation In Uncommon AppData Folder,,"Detects the creation of suspicious files and folders inside the user's AppData folder but not inside any of the common and well known directories (Local, Romaing, LocalLow). This method could be used as a method to bypass detection who exclude the AppData folder in fear of FPs",d7b50671-d1ad-4871-aa60-5aa5b331fe04
Suspicious File Download From File Sharing Domain Via Curl.EXE,,Detects potentially suspicious file download from file sharing domains using curl.exe,56454143-524f-49fb-b1c6-3fb8b1ad41fb
Suspicious File Download From File Sharing Domain Via Wget.EXE,,Detects potentially suspicious file downloads from file sharing domains using wget.exe,a0d7e4d2-bede-4141-8896-bc6e237e977c
Suspicious File Download From File Sharing Websites -  File Stream,,Detects the download of suspicious file type from a well-known file and paste sharing domain,52182dfb-afb7-41db-b4bc-5336cb29b464
Suspicious File Download From IP Via Curl.EXE,,Detects potentially suspicious file downloads directly from IP addresses using curl.exe,5cb299fc-5fb1-4d07-b989-0644c68b6043
Suspicious File Download From IP Via Wget.EXE,,Detects potentially suspicious file downloads directly from IP addresses using Wget.exe,17f0c0a8-8bd5-4ee0-8c5f-a342c0199f35
Suspicious File Download From IP Via Wget.EXE - Paths,,Detects potentially suspicious file downloads directly from IP addresses and stored in suspicious locations using Wget.exe,40aa399c-7b02-4715-8e5f-73572b493f33
Suspicious File Downloaded From Direct IP Via Certutil.EXE,,Detects the execution of certutil with certain flags that allow the utility to download files from direct IPs.,13e6fe51-d478-4c7e-b0f2-6da9b400a829
Suspicious File Downloaded From File-Sharing Website Via Certutil.EXE,,Detects the execution of certutil with certain flags that allow the utility to download files from file-sharing websites.,42a5f1e7-9603-4f6d-97ae-3f37d130d794
Suspicious File Drop by Exchange,,Detects suspicious file type dropped by an Exchange component in IIS,6b269392-9eba-40b5-acb6-55c882b20ba6
Suspicious File Encoded To Base64 Via Certutil.EXE,,"Detects the execution of certutil with the ""encode"" flag to encode a file to base64 where the extensions of the file is suspicious",ea0cdc3e-2239-4f26-a947-4e8f8224e464
Suspicious File Execution From Internet Hosted WebDav Share,,"Detects the execution of the ""net use"" command to mount a WebDAV server and then immediately execute some content in it. As seen being used in malicious LNK files",f0507c0f-a3a2-40f5-acc6-7f543c334993
Suspicious Files in Default GPO Folder,,Detects the creation of copy of suspicious files (EXE/DLL) to the default GPO storage folder,5f87308a-0a5b-4623-ae15-d8fa1809bc60
Suspicious FromBase64String Usage On Gzip Archive - Process Creation,,Detects attempts of decoding a base64 Gzip archive via PowerShell. This technique is often used as a method to load malicious content into memory afterward.,d75d6b6b-adb9-48f7-824b-ac2e786efe1f
Suspicious FromBase64String Usage On Gzip Archive - Ps Script,,Detects attempts of decoding a base64 Gzip archive in a PowerShell script. This technique is often used as a method to load malicious content into memory afterward.,df69cb1d-b891-4cd9-90c7-d617d90100ce
Suspicious GUP Usage,,"Detects execution of the Notepad++ updater in a suspicious directory, which is often used in DLL side-loading attacks",0a4f6091-223b-41f6-8743-f322ec84930b
Suspicious Get-ADDBAccount Usage,,Detects suspicious invocation of the Get-ADDBAccount script that reads from a ntds.dit file and may be used to get access to credentials without using any credential dumpers,b140afd9-474b-4072-958e-2ebb435abd68
Suspicious Get-ADReplAccount,,"The DSInternals PowerShell Module exposes several internal features of Active Directory and Azure Active Directory.
These include FIDO2 and NGC key auditing, offline ntds.dit file manipulation, password auditing, DC recovery from IFM backups and password hash calculation.
",060c3ef1-fd0a-4091-bf46-e7d625f60b73
Suspicious Get-Variable.exe Creation,,"Get-Variable is a valid PowerShell cmdlet
WindowsApps is by default in the path where PowerShell is executed.
So when the Get-Variable command is issued on PowerShell execution, the system first looks for the Get-Variable executable in the path and executes the malicious binary instead of looking for the PowerShell cmdlet.
",0c3fac91-5627-46e8-a6a8-a0d7b9b8ae1b
Suspicious GetTypeFromCLSID ShellExecute,,Detects suspicious Powershell code that execute COM Objects,8bc063d5-3a3a-4f01-a140-bc15e55e8437
Suspicious Git Clone,,"Detects execution of ""git"" in order to clone a remote repository that contain suspicious keywords which might be suspicious",aef9d1f1-7396-4e92-a927-4567c7a495c1
Suspicious Git Clone - Linux,,"Detects execution of ""git"" in order to clone a remote repository that contain suspicious keywords which might be suspicious",cfec9d29-64ec-4a0f-9ffe-0fdb856d5446
Suspicious Greedy Compression Using Rar.EXE,,"Detects RAR usage that creates an archive from a suspicious folder, either a system folder or one of the folders often used by attackers for staging purposes",afe52666-401e-4a02-b4ff-5d128990b8cb
Suspicious Group And Account Reconnaissance Activity Using Net.EXE,,"Detects suspicious reconnaissance command line activity on Windows systems using Net.EXE
Check if the user that executed the commands is suspicious (e.g. service accounts, LOCAL_SYSTEM)
",d95de845-b83c-4a9a-8a6a-4fc802ebf6c0
Suspicious GrpConv Execution,,Detects the suspicious execution of a utility to convert Windows 3.x .grp files or for persistence purposes by malicious software or actors,f14e169e-9978-4c69-acb3-1cff8200bc36
Suspicious HH.EXE Execution,,Detects a suspicious execution of a Microsoft HTML Help (HH.exe),e8a95b5e-c891-46e2-b33a-93937d3abc31
Suspicious HWP Sub Processes,,Detects suspicious Hangul Word Processor (Hanword) sub processes that could indicate an exploitation,023394c4-29d5-46ab-92b8-6a534c6f447b
Suspicious History File Operations,,Detects commandline operations on shell history files,508a9374-ad52-4789-b568-fc358def2c65
Suspicious History File Operations - Linux,,Detects commandline operations on shell history files,eae8ce9f-bde9-47a6-8e79-f20d18419910
Suspicious Hyper-V Cmdlets,,Adversaries may carry out malicious operations using a virtual instance to avoid detection,42d36aa1-3240-4db0-8257-e0118dcdd9cd
Suspicious IIS Module Registration,,Detects a suspicious IIS module registration as described in Microsoft threat report on IIS backdoors,043c4b8b-3a54-4780-9682-081cb6b8185c
Suspicious IIS URL GlobalRules Rewrite Via AppCmd,,"Detects usage of ""appcmd"" to create new global URL rewrite rules. This behaviour has been observed being used by threat actors to add new rules so they can access their webshells.",7c8af9b2-dcae-41a2-a9db-b28c288b5f08
Suspicious IO.FileStream,,Open a handle on the drive volume via the \\.\ DOS device path specifier and perform direct access read of the first few bytes of the volume.,70ad982f-67c8-40e0-a955-b920c2fa05cb
Suspicious Inbox Forwarding Identity Protection,,Indicates suspicious rules such as an inbox rule that forwards a copy of all emails to an external address,27e4f1d6-ae72-4ea0-8a67-77a73a289c3d
Suspicious Inbox Manipulation Rules,,Detects suspicious rules that delete or move messages or folders are set on a user's inbox.,ceb55fd0-726e-4656-bf4e-b585b7f7d572
Suspicious Installer Package Child Process,,"Detects the execution of suspicious child processes from macOS installer package parent process. This includes osascript, JXA, curl and wget amongst other interpreters",e0cfaecd-602d-41af-988d-f6ccebb2af26
Suspicious Interactive PowerShell as SYSTEM,,Detects the creation of files that indicator an interactive use of PowerShell in the SYSTEM user context,5b40a734-99b6-4b98-a1d0-1cea51a08ab2
Suspicious Invocation of Shell via AWK - Linux,,"Detects the execution of ""awk"" or it's sibling commands, to invoke a shell using the system() function.
This behavior is commonly associated with attempts to execute arbitrary commands or escalate privileges, potentially leading to unauthorized access or further exploitation.
",8c1a5675-cb85-452f-a298-b01b22a51856
Suspicious Invocation of Shell via Rsync,,"Detects the execution of a shell as sub process of ""rsync"" without the expected command line flag ""-e"" being used, which could be an indication of exploitation as described in CVE-2024-12084. This behavior is commonly associated with attempts to execute arbitrary commands or escalate privileges, potentially leading to unauthorized access or further exploitation.
",297241f3-8108-4b3a-8c15-2dda9f844594
Suspicious Invoke-Item From Mount-DiskImage,,"Adversaries may abuse container files such as disk image (.iso, .vhd) file formats to deliver malicious payloads that may not be tagged with MOTW.",902cedee-0398-4e3a-8183-6f3a89773a96
Suspicious Invoke-WebRequest Execution,,Detects a suspicious call to Invoke-WebRequest cmdlet where the and output is located in a suspicious location,5e3cc4d8-3e68-43db-8656-eaaeefdec9cc
Suspicious Invoke-WebRequest Execution With DirectIP,,Detects calls to PowerShell with Invoke-WebRequest cmdlet using direct IP access,1edff897-9146-48d2-9066-52e8d8f80a2f
Suspicious Java Children Processes,,Detects java process spawning suspicious children,d292e0af-9a18-420c-9525-ec0ac3936892
Suspicious JavaScript Execution Via Mshta.EXE,,"Detects execution of javascript code using ""mshta.exe"".",67f113fa-e23d-4271-befa-30113b3e08b1
Suspicious Kerberos RC4 Ticket Encryption,,Detects service ticket requests using RC4 encryption type,496a0e47-0a33-4dca-b009-9e6ca3591f39
Suspicious Kernel Dump Using Dtrace,,"Detects suspicious way to dump the kernel on Windows systems using dtrace.exe, which is available on Windows systems since Windows 10 19H1",7124aebe-4cd7-4ccb-8df0-6d6b93c96795
